CreateObject(19464, 1015.94312, 2142.00977, 1017.88098,   0.00000, 0.00000, 0.00000);
CreateObject(19433, 1845.84827, 3240.08667, 0.05785,   0.00000, 0.00000, 0.00000);
CreateObject(19391, -6033.91162, 6066.79736, -5926.45264,   0.00000, 0.00000, 0.00000);
CreateObject(19391, 1029.91504, 2143.23291, 1017.10101,   0.00000, 0.00000, 0.00000);
CreateObject(19464, -7825.10205, 2946.96436, -3799.64185,   0.00000, 0.00000, 0.00000);
CreateObject(19464, -232.41006, 3381.69165, -0.03514,   0.00000, 0.00000, 0.00000);
CreateObject(19464, 1000.46478, 992.46667, 1017.38098,   0.00000, 0.00000, 90.00000);
CreateObject(1569, 1029.85669, 2142.47876, 1015.34460,   0.00000, 0.00000, 90.00000);
CreateObject(19454, 1029.90344, 2144.27881, 1018.68103,   0.00000, 0.00000, 0.00000);
CreateObject(2164, 1016.09564, 2146.97217, 1015.50897,   0.00000, 0.00000, 90.00000);
CreateObject(2164, 1016.11658, 2143.51367, 1015.50897,   0.00000, 0.00000, 90.00000);
CreateObject(2164, 1016.10498, 2139.86206, 1015.48901,   0.00000, 0.00000, 90.00000);
CreateObject(2162, 1016.00122, 2145.22754, 1015.50897,   0.00000, 0.00000, 90.00000);
CreateObject(2161, 1016.05872, 2141.94385, 1015.50897,   0.00000, 0.00000, 90.00000);
CreateObject(1822, 1027.58936, 2146.30054, 1015.50897,   0.00000, 0.00000, 0.00000);
CreateObject(2292, -1015.07568, 2692.89990, 40.49576,   0.00000, 0.00000, 0.00000);
CreateObject(2292, 1029.25232, 2148.08276, 1015.50897,   0.00000, 0.00000, 270.00000);
CreateObject(2292, 1026.51245, 2148.06836, 1015.50897,   0.00000, 0.00000, 0.00000);
CreateObject(2291, 1026.93164, 2148.04932, 1015.50897,   0.00000, 0.00000, 0.00000);
CreateObject(2291, 1027.85803, 2148.05933, 1015.50897,   0.00000, 0.00000, 0.00000);
CreateObject(2165, 1018.45288, 2147.63062, 1015.50897,   0.00000, 0.00000, 270.00000);
CreateObject(2356, 1017.39349, 2147.28174, 1015.48901,   0.00000, 0.00000, 260.00000);
CreateObject(19454, 1017.74738, 2143.88208, 1020.26099,   0.00000, 90.00000, 0.00000);
CreateObject(19454, 998.64429, 2145.02051, 1020.00098,   0.00000, 90.00000, 90.00000);
CreateObject(19454, 998.63898, 2148.52417, 1020.00098,   0.00000, 90.00000, 90.00000);
CreateObject(19454, 998.68329, 2152.00928, 1020.00098,   0.00000, 90.00000, 90.00000);
CreateObject(19454, 992.13263, 2148.92627, 1020.00098,   0.00000, 90.00000, 0.00000);
CreateObject(19454, 992.14423, 2139.29761, 1020.00098,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1017.76099, 2143.84229, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1021.26343, 2143.85303, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1024.75610, 2143.84229, 1015.42249,   0.26000, 90.00000, 0.00000);
CreateObject(1800, 2432.39160, 4555.86133, 0.05278,   0.00000, 0.00000, 0.00000);
CreateObject(19360, 1017.75970, 2140.65186, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1021.24841, 2140.64600, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1024.73206, 2140.64331, 1015.42249,   0.28000, 90.00000, 0.04000);
CreateObject(19360, 1017.76239, 2147.04980, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1021.25397, 2147.04858, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1024.73779, 2147.03833, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19464, 1015.93622, 2147.93311, 1017.88098,   0.00000, 0.00000, 0.00000);
CreateObject(19464, 1019.02716, 2148.72559, 1017.88098,   0.00000, 0.00000, 90.00000);
CreateObject(19464, 1024.95386, 2148.73779, 1017.88098,   0.00000, 0.00000, 90.00000);
CreateObject(19360, 1028.22095, 2147.06641, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1028.22900, 2143.86182, 1015.42249,   0.00000, 90.00000, 0.00000);
CreateObject(19360, 1028.23010, 2140.66675, 1015.42249,   0.28000, 90.00000, 0.04000);
CreateObject(19464, 1030.85876, 2148.71655, 1017.88098,   0.00000, 0.00000, 90.00000);
CreateObject(19464, 1029.88708, 2146.93262, 1017.88098,   0.00000, 0.00000, 0.00000);
CreateObject(19464, 1029.86353, 2139.56250, 1017.88098,   0.00000, 0.00000, 0.00000);
CreateObject(19464, 1026.79956, 2139.15039, 1017.88098,   0.00000, 0.00000, 90.00000);
CreateObject(19464, 1020.90112, 2139.16064, 1017.88098,   0.00000, 0.00000, 90.00000);
CreateObject(19464, 1017.89471, 2139.16675, 1017.88098,   0.00000, 0.00000, 90.00000);
CreateObject(2165, 1018.47961, 2144.45117, 1015.50897,   0.00000, 0.00000, 270.00000);
CreateObject(2165, 1018.52655, 2140.89844, 1015.50897,   0.00000, 0.00000, 270.00000);
CreateObject(2356, 1017.40778, 2144.05347, 1015.48901,   0.00000, 0.00000, 260.00000);
CreateObject(2356, 1017.39679, 2140.31763, 1015.48901,   0.00000, 0.00000, 260.00000);
CreateObject(1822, 1027.12256, 2140.53906, 1015.50897,   0.00000, 0.00000, 0.00000);
CreateObject(2291, 1029.72986, 2139.80298, 1015.50897,   0.00000, 0.00000, 180.00000);
CreateObject(2291, 1028.79956, 2139.80322, 1015.50897,   0.00000, 0.00000, 180.00000);
CreateObject(2291, 1027.85815, 2139.76758, 1015.50897,   0.00000, 0.00000, 180.00000);
CreateObject(2291, 1026.91736, 2139.75244, 1015.50897,   0.00000, 0.00000, 180.00000);
CreateObject(2855, 1028.01221, 2146.75903, 1015.98450,   0.00000, 0.00000, 0.00000);
CreateObject(2852, 1027.71155, 2140.98242, 1015.98450,   0.00000, 0.00000, 0.00000);
CreateObject(2241, 1025.49084, 2147.99341, 1015.98242,   0.00000, 0.00000, 0.00000);
CreateObject(2010, 1022.81555, 2139.78735, 1015.50220,   0.00000, 0.00000, 0.00000);
CreateObject(19454, 1021.21149, 2143.97339, 1020.26099,   0.00000, 90.00000, 0.00000);
CreateObject(19454, 1024.70947, 2144.07739, 1020.26099,   0.00000, 90.00000, 0.00000);
CreateObject(19454, 1028.17944, 2144.00220, 1020.26099,   0.00000, 90.00000, 0.00000);
CreateObject(1893, 1027.66687, 2140.22119, 1020.66119,   0.00000, 0.00000, 0.00000);
CreateObject(1893, 1018.13617, 2147.52026, 1020.66119,   0.00000, 0.00000, 0.00000);
CreateObject(1893, 1018.35895, 2140.18750, 1020.66119,   0.00000, 0.00000, 0.00000);
CreateObject(1893, 1027.73779, 2147.57715, 1020.66119,   0.00000, 0.00000, 0.00000);
CreateObject(1893, 1022.86890, 2143.60181, 1020.66119,   0.00000, 0.00000, 0.00000);
CreateObject(2267, 1022.74481, 2148.57886, 1017.71869,   0.00000, 0.00000, 0.00000);
CreateObject(1808, 1021.64532, 2148.38550, 1015.50500,   0.00000, 0.00000, 0.00000);

